Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
23,181,72,M,1964,Summer,Tokyo,Hockey,Silver,1,1
22,163,56,F,2008,Summer,Beijing,Athletics,Thanks,1,1
26,163,56,F,2012,Summer,London,Athletics,Thanks,1,1
25,178,70,M,1960,Summer,Roma,Athletics,Thanks,1,2
25,177,68,M,1960,Summer,Roma,Athletics,Thanks,1,1
25,173,69,M,1948,Summer,London,Hockey,Thanks,1,1
25,160,52,M,1980,Summer,Moskva,Wrestling,Thanks,1,1
21,167,60,M,1936,Summer,Berlin,Diving,Thanks,1,1
33,167,60,M,1948,Summer,London,Diving,Thanks,1,1
24,180,72,M,1984,Summer,Los Angeles,Football,Thanks,1,1
39,174,74,M,1996,Summer,Atlanta,Shooting,Thanks,1,1
23,176,67,M,1988,Summer,Seoul,Athletics,Thanks,1,1
21,178,70,M,1980,Summer,Moskva,Swimming,Thanks,1,2
30,173,69,M,1952,Summer,Helsinki,Hockey,Thanks,1,1
32,158,58,F,2004,Summer,Athina,Weightlifting,Thanks,1,1
21,185,80,M,2004,Summer,Athina,Football,Thanks,1,1
22,175,75,M,2004,Summer,Athina,Football,Thanks,1,1
21,172,66,M,1968,Summer,Mexico City,Athletics,Thanks,1,2
25,172,66,M,1972,Summer,Munich,Athletics,Thanks,1,2
22,180,59,F,2008,Summer,Beijing,Athletics,Thanks,1,1
26,166,61,F,2012,Summer,London,Fencing,Thanks,1,1
26,160,62,M,1972,Summer,Munich,Wrestling,Gold,1,1
24,181,73,M,1968,Summer,Mexico City,Swimming,Thanks,1,5
20,172,63,M,2012,Summer,London,Boxing,Thanks,1,1
28,173,69,M,1992,Summer,Barcelona,Hockey,Thanks,1,1
18,173,69,M,1992,Summer,Barcelona,Hockey,Thanks,1,1
27,164,55,M,2008,Summer,Beijing,Athletics,Thanks,1,1
20,184,79,M,1988,Summer,Seoul,Swimming,Thanks,1,1
31,187,83,M,2004,Summer,Athina,Rowing,Thanks,1,1
32,168,88,M,1992,Summer,Barcelona,Weightlifting,Thanks,1,1
25,173,69,M,1992,Summer,Barcelona,Hockey,Thanks,1,1
21,176,66,M,1988,Summer,Seoul,Swimming,Thanks,1,6
25,165,65,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
25,180,76,M,1960,Summer,Roma,Athletics,Thanks,1,1
21,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
23,175,71,M,1920,Summer,Antwerpen,Football,Thanks,1,1
21,188,77,M,1996,Summer,Atlanta,Swimming,Thanks,1,3
25,188,77,M,2000,Summer,Sydney,Swimming,Thanks,1,3
21,174,68,F,1992,Summer,Barcelona,Badminton,Thanks,1,1
25,174,68,F,1996,Summer,Atlanta,Badminton,Thanks,1,1
23,190,75,M,1968,Summer,Mexico City,Boxing,Thanks,1,2
23,190,75,M,1972,Summer,Munich,Boxing,Thanks,1,2
28,180,70,M,1988,Summer,Seoul,Tennis,Thanks,1,1
28,188,91,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
27,164,60,M,1996,Summer,Atlanta,Wrestling,Thanks,1,2
32,164,60,M,2000,Summer,Sydney,Wrestling,Thanks,1,2
22,169,63,M,1996,Summer,Atlanta,Boxing,Thanks,1,2
26,169,63,M,2000,Summer,Sydney,Boxing,Gold,1,2
22,190,130,M,2012,Summer,London,Wrestling,Thanks,1,1
26,190,130,M,2016,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
25,167,55,M,1996,Summer,Atlanta,Wrestling,Silver,1,3
29,167,55,M,2000,Summer,Sydney,Wrestling,Gold,1,3
33,167,55,M,2004,Summer,Athina,Wrestling,Thanks,1,3
21,170,47,F,2012,Summer,London,Athletics,Thanks,1,1
27,175,74,M,2008,Summer,Beijing,Wrestling,Thanks,1,1
16,177,70,M,1972,Summer,Munich,Swimming,Thanks,1,1
16,162,72,F,2008,Summer,Beijing,Weightlifting,Thanks,1,2
20,162,72,F,2012,Summer,London,Weightlifting,Thanks,1,2
23,168,68,M,2012,Summer,London,Football,Thanks,1,1
20,168,62,M,2012,Summer,London,Football,Thanks,1,1
15,170,59,F,2008,Summer,Beijing,Synchronized Swimming,Thanks,1,2
19,170,59,F,2012,Summer,London,Synchronized Swimming,Thanks,1,2
18,150,60,M,1980,Summer,Moskva,Athletics,Thanks,1,1
19,181,66,M,1988,Summer,Seoul,Athletics,Thanks,1,1
23,181,66,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
33,178,74,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
21,162,69,M,2008,Summer,Beijing,Weightlifting,Thanks,1,2
25,162,69,M,2012,Summer,London,Weightlifting,Thanks,1,2
23,202,104,M,2000,Summer,Sydney,Basketball,Gold,1,1
22,178,73,M,2004,Summer,Athina,Boxing,Thanks,1,1
19,183,74,M,2008,Summer,Beijing,Taekwondo,Thanks,1,2
23,183,74,M,2012,Summer,London,Taekwondo,Thanks,1,2
26,172,74,M,2016,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
29,192,117,M,2016,Summer,Rio de Janeiro,Judo,Thanks,1,1
26,172,60,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
26,170,84,M,2004,Summer,Athina,Wrestling,Thanks,1,2
30,170,84,M,2008,Summer,Beijing,Wrestling,Silver,1,2
34,170,84,M,2012,Summer,London,Wrestling,Thanks,1,2
24,179,76,M,1980,Summer,Moskva,Cycling,Thanks,1,1
26,190,125,M,1992,Summer,Barcelona,Athletics,Gold,1,1
34,190,125,M,2000,Summer,Sydney,Athletics,Thanks,1,1
24,174,72,M,1988,Summer,Seoul,Cycling,Thanks,1,1
32,174,72,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
18,162,54,M,2004,Summer,Athina,Boxing,Thanks,1,1
24,177,75,M,1936,Summer,Berlin,Athletics,Thanks,1,1
24,178,67,M,1972,Winter,Sapporo,Bobsleigh,Thanks,1,2
28,178,67,M,1976,Winter,Innsbruck,Bobsleigh,Thanks,1,2
25,166,69,M,1960,Summer,Roma,Wrestling,Thanks,1,1
23,168,68,M,1992,Summer,Barcelona,Fencing,Thanks,1,1
25,167,62,M,1972,Summer,Munich,Wrestling,Thanks,1,1
22,175,64,M,1988,Winter,Calgary,Nordic Combined,Thanks,1,2
26,175,64,M,1992,Winter,Albertville,Nordic Combined,Thanks,1,2
28,175,64,M,1994,Winter,Lillehammer,Nordic Combined,Gold,1,2
23,173,68,M,1968,Summer,Mexico City,Athletics,Thanks,1,2
22,185,82,M,1936,Summer,Berlin,Rowing,Thanks,1,1
24,178,70,M,1972,Summer,Munich,Basketball,Thanks,1,1
28,178,70,M,1976,Summer,Montreal,Basketball,Thanks,1,1
21,179,91,M,2000,Summer,Sydney,Baseball,Thanks,1,1
29,179,91,M,2008,Summer,Beijing,Baseball,Thanks,1,1
26,166,57,M,1996,Summer,Atlanta,Wrestling,Thanks,1,1
21,190,80,M,1984,Summer,Los Angeles,Rowing,Thanks,1,2
25,190,80,M,1988,Summer,Seoul,Rowing,Thanks,1,2
29,190,80,M,1992,Summer,Barcelona,Rowing,Thanks,1,2
28,170,60,M,1960,Summer,Roma,Hockey,Thanks,1,1
18,168,60,F,1984,Summer,Los Angeles,Cycling,Thanks,1,1
31,175,67,M,2000,Summer,Sydney,Cycling,Thanks,1,1
22,177,75,M,2004,Summer,Athina,Football,Thanks,1,1
26,183,82,F,1980,Summer,Moskva,Handball,Thanks,1,1
21,160,50,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
22,173,62,M,1992,Summer,Barcelona,Cycling,Thanks,1,2
23,170,51,M,1988,Summer,Seoul,Boxing,Thanks,1,1
35,172,69,F,2008,Summer,Beijing,Archery,Thanks,1,1
27,180,83,M,2012,Summer,London,Fencing,Thanks,1,1
31,180,83,M,2016,Summer,Rio de Janeiro,Fencing,Thanks,1,1
30,175,71,M,1984,Summer,Los Angeles,Football,Thanks,1,1
22,175,71,M,1924,Summer,Paris,Football,Silver,1,1
26,175,71,M,1928,Summer,Amsterdam,Football,Thanks,1,1
22,194,92,M,1972,Summer,Munich,Volleyball,Thanks,1,1
26,194,92,M,1976,Summer,Montreal,Volleyball,Thanks,1,1
19,169,48,F,2004,Summer,Athina,Rhythmic Gymnastics,Thanks,1,1
19,190,73,M,1972,Summer,Munich,Football,Thanks,1,1
45,175,76,M,1928,Summer,Amsterdam,Art Competitions,Thanks,1,2
20,163,52,F,2008,Summer,Beijing,Synchronized Swimming,Thanks,1,1
23,185,102,M,1924,Winter,Chamonix,Ice Hockey,Silver,1,1
35,180,82,M,1952,Winter,Oslo,Ice Hockey,Gold,1,1
19,183,80,M,1976,Winter,Innsbruck,Nordic Combined,Thanks,1,1
23,183,80,M,1980,Winter,Lake Placid,Nordic Combined,Thanks,1,1
19,160,48,F,1972,Summer,Munich,Gymnastics,Thanks,1,6
16,160,62,F,2008,Summer,Beijing,Diving,Thanks,1,2
20,160,62,F,2012,Summer,London,Diving,Thanks,1,2
24,160,62,F,2016,Summer,Rio de Janeiro,Diving,Thanks,1,2
25,165,55,F,2008,Summer,Beijing,Gymnastics,Thanks,1,5
25,163,46,F,2000,Summer,Sydney,Athletics,Thanks,1,2
29,163,46,F,2004,Summer,Athina,Athletics,Thanks,1,2
24,174,74,M,1924,Summer,Paris,Shooting,Thanks,1,3
36,174,74,M,1936,Summer,Berlin,Shooting,Thanks,1,3
48,174,74,M,1948,Summer,London,Shooting,Thanks,1,3
52,174,74,M,1952,Summer,Helsinki,Shooting,Thanks,1,3
20,179,74,M,1920,Summer,Antwerpen,Sailing,Silver,1,1
28,174,62,F,2012,Summer,London,Judo,Thanks,1,1
22,175,71,M,1992,Summer,Barcelona,Football,Gold,1,1
22,184,85,M,2008,Summer,Beijing,Athletics,Thanks,1,1
30,184,85,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
18,153,48,F,1960,Summer,Roma,Gymnastics,Thanks,1,5
15,185,82,M,1900,Summer,Paris,Rowing,Gold,1,1
19,185,82,M,1904,Summer,St. Louis,Rowing,Gold,1,1
22,176,66,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
26,185,84,M,1948,Summer,London,Water Polo,Thanks,1,1
26,174,67,M,1980,Winter,Lake Placid,Biathlon,Thanks,1,3
37,174,63,M,1988,Summer,Seoul,Athletics,Thanks,1,1
19,185,84,M,1952,Summer,Helsinki,Water Polo,Thanks,1,1
23,173,61,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
22,166,58,M,2000,Summer,Sydney,Athletics,Gold,1,1
24,192,68,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,186,84,M,1968,Summer,Mexico City,Rowing,Thanks,1,2
30,186,84,M,1972,Summer,Munich,Rowing,Thanks,1,2
34,186,84,M,1976,Summer,Montreal,Rowing,Thanks,1,2
26,176,67,M,1912,Summer,Stockholm,Athletics,Thanks,1,1
23,181,76,M,1992,Winter,Albertville,Freestyle Skiing,Thanks,1,1
19,181,78,M,1912,Summer,Stockholm,Athletics,Bronze,1,2
17,190,73,F,1988,Summer,Seoul,Swimming,Thanks,1,1
22,172,72,M,1912,Summer,Stockholm,Wrestling,Thanks,1,1
30,170,60,F,1948,Summer,London,Athletics,Thanks,1,1
27,181,78,M,1952,Summer,Helsinki,Athletics,Thanks,1,1
23,187,75,M,2012,Summer,London,Football,Thanks,1,1
34,165,75,F,1988,Winter,Calgary,Luge,Thanks,1,1
38,165,75,F,1992,Winter,Albertville,Luge,Thanks,1,1
40,165,75,F,1994,Winter,Lillehammer,Luge,Thanks,1,1
44,165,75,F,1998,Winter,Nagano,Luge,Thanks,1,1
48,165,75,F,2002,Winter,Salt Lake City,Luge,Thanks,1,1
22,182,84,M,2000,Summer,Sydney,Baseball,Gold,1,1
17,178,70,F,1956,Summer,Melbourne,Swimming,Bronze,1,2
25,183,82,M,1996,Summer,Atlanta,Handball,Thanks,1,1
29,173,71,F,1952,Winter,Oslo,Alpine Skiing,Thanks,1,1
24,173,66,M,1972,Summer,Munich,Athletics,Thanks,1,1
21,159,40,F,2004,Summer,Athina,Athletics,Thanks,1,3
25,159,40,F,2008,Summer,Beijing,Athletics,Silver,1,3
30,160,53,F,2000,Summer,Sydney,Shooting,Thanks,1,2
20,180,74,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
24,166,52,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
26,180,80,M,1992,Summer,Barcelona,Canoeing,Thanks,1,3
30,180,80,M,1996,Summer,Atlanta,Canoeing,Thanks,1,3
42,180,80,M,2008,Summer,Beijing,Canoeing,Thanks,1,3
23,177,68,M,2008,Summer,Beijing,Badminton,Thanks,1,1
27,177,68,M,2012,Summer,London,Badminton,Thanks,1,1
31,177,68,M,2016,Summer,Rio de Janeiro,Badminton,Thanks,1,1
21,179,63,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
19,156,46,F,1988,Summer,Seoul,Diving,Thanks,1,1
22,179,72,M,1988,Summer,Seoul,Football,Thanks,1,1
18,175,71,M,1988,Summer,Seoul,Football,Thanks,1,1
30,176,67,M,1972,Summer,Munich,Athletics,Thanks,1,2
27,160,78,F,2008,Summer,Beijing,Judo,Thanks,1,1
19,169,62,M,2008,Summer,Beijing,Athletics,Thanks,1,1
24,173,53,F,2012,Summer,London,Athletics,Thanks,1,1
27,162,56,F,2016,Summer,Rio de Janeiro,Rugby Sevens,Thanks,1,1
25,172,82,M,1976,Summer,Montreal,Wrestling,Thanks,1,1
29,172,82,M,1980,Summer,Moskva,Wrestling,Gold,1,1
27,168,60,F,2012,Summer,London,Football,Thanks,1,1
31,168,60,F,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
24,159,54,F,2012,Summer,London,Athletics,Thanks,1,1
35,170,68,M,2016,Summer,Rio de Janeiro,Table Tennis,Thanks,1,1
28,159,54,M,1980,Summer,Moskva,Boxing,Thanks,1,1
32,159,54,M,1984,Summer,Los Angeles,Boxing,Thanks,1,1
22,150,43,F,1998,Winter,Nagano,Figure Skating,Thanks,1,1
26,164,58,F,2008,Summer,Beijing,Athletics,Thanks,1,1
29,163,48,M,2004,Summer,Athina,Boxing,Thanks,1,1
21,175,75,F,2016,Summer,Rio de Janeiro,Water Polo,Thanks,1,1
22,169,68,M,2002,Winter,Salt Lake City,Freestyle Skiing,Thanks,1,1
26,169,68,M,2006,Winter,Torino,Freestyle Skiing,Thanks,1,1
30,169,68,M,2010,Winter,Vancouver,Freestyle Skiing,Thanks,1,1
24,185,84,M,1928,Summer,Amsterdam,Water Polo,Thanks,1,1
32,185,84,M,1936,Summer,Berlin,Water Polo,Thanks,1,1
19,182,68,M,1932,Summer,Los Angeles,Athletics,Gold,1,1
19,161,62,M,2012,Summer,London,Gymnastics,Thanks,1,6
24,161,62,M,2016,Summer,Rio de Janeiro,Gymnastics,Silver,1,6
24,174,62,F,1976,Summer,Montreal,Rowing,Thanks,1,1
23,182,78,F,2016,Summer,Rio de Janeiro,Volleyball,Thanks,1,1
20,176,70,M,1996,Summer,Atlanta,Football,Thanks,1,1
17,170,53,F,2012,Summer,London,Athletics,Thanks,1,1
22,190,78,M,1972,Summer,Munich,Swimming,Thanks,1,4
26,175,61,M,1972,Summer,Munich,Athletics,Thanks,1,2
19,169,60,F,1998,Winter,Nagano,Alpine Skiing,Thanks,1,1
17,166,60,F,2014,Winter,Sochi,Alpine Skiing,Thanks,1,3
25,168,59,M,1988,Summer,Seoul,Athletics,Thanks,1,1
30,197,92,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,2
25,173,66,F,1988,Winter,Calgary,Cross Country Skiing,Thanks,1,3
27,176,67,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
27,210,88,M,2016,Summer,Rio de Janeiro,Volleyball,Thanks,1,1
28,170,64,M,1968,Summer,Mexico City,Cycling,Thanks,1,4
32,170,64,M,1972,Summer,Munich,Cycling,Thanks,1,4
24,175,74,M,1972,Summer,Munich,Wrestling,Thanks,1,1
25,186,86,M,2000,Summer,Sydney,Volleyball,Thanks,1,1
33,186,86,M,2008,Summer,Beijing,Volleyball,Thanks,1,1
41,186,86,M,2016,Summer,Rio de Janeiro,Volleyball,Thanks,1,1
24,185,84,M,1952,Summer,Helsinki,Water Polo,Thanks,1,1
27,188,85,M,2000,Summer,Sydney,Handball,Thanks,1,1
29,205,102,M,1984,Summer,Los Angeles,Basketball,Thanks,1,1
26,173,69,M,1992,Summer,Barcelona,Hockey,Thanks,1,1
20,168,54,M,2000,Summer,Sydney,Wrestling,Thanks,1,1
30,181,76,M,1984,Summer,Los Angeles,Volleyball,Thanks,1,1
27,175,71,M,1948,Summer,London,Football,Thanks,1,1
30,182,79,M,2000,Summer,Sydney,Athletics,Thanks,1,1
24,190,85,M,1948,Summer,London,Basketball,Thanks,1,1
28,190,85,M,1952,Summer,Helsinki,Basketball,Thanks,1,1
22,187,82,M,1976,Summer,Montreal,Volleyball,Thanks,1,1
30,187,82,M,1984,Summer,Los Angeles,Volleyball,Thanks,1,1
22,175,71,M,1984,Summer,Los Angeles,Football,Thanks,1,1
38,178,72,M,1948,Summer,London,Fencing,Thanks,1,2
42,178,72,M,1952,Summer,Helsinki,Fencing,Thanks,1,2
24,185,82,M,1960,Summer,Roma,Rowing,Thanks,1,1
28,185,82,M,1964,Summer,Tokyo,Rowing,Thanks,1,1
21,170,48,M,1988,Summer,Seoul,Boxing,Thanks,1,1
20,171,65,M,2000,Summer,Sydney,Football,Thanks,1,1
25,176,67,M,1988,Summer,Seoul,Athletics,Thanks,1,1
21,190,65,M,2004,Summer,Athina,Athletics,Thanks,1,1
25,190,65,M,2008,Summer,Beijing,Athletics,Thanks,1,1
22,170,51,M,1992,Summer,Barcelona,Boxing,Thanks,1,1
23,175,75,M,1988,Summer,Seoul,Athletics,Thanks,1,1
22,178,67,M,1984,Summer,Los Angeles,Boxing,Thanks,1,1
25,172,72,M,1984,Summer,Los Angeles,Wrestling,Thanks,1,1
31,180,64,M,2012,Summer,London,Athletics,Thanks,1,1
28,183,85,M,2016,Summer,Rio de Janeiro,Handball,Thanks,1,1
21,188,87,M,2012,Summer,London,Fencing,Silver,1,2
25,188,87,M,2016,Summer,Rio de Janeiro,Fencing,Thanks,1,2
21,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
22,167,60,M,1968,Summer,Mexico City,Diving,Thanks,1,1
26,178,81,M,2004,Summer,Athina,Judo,Thanks,1,1
22,173,71,M,1992,Winter,Albertville,Alpine Skiing,Thanks,1,2
23,175,71,M,2004,Summer,Athina,Football,Thanks,1,1
33,182,77,M,2012,Summer,London,Football,Thanks,1,1
25,173,69,M,1956,Summer,Melbourne,Hockey,Thanks,1,1
22,193,78,M,1972,Summer,Munich,Athletics,Thanks,1,1
24,174,68,F,1996,Summer,Atlanta,Handball,Thanks,1,1
25,186,84,M,1912,Summer,Stockholm,Athletics,Thanks,1,1
19,164,58,M,1936,Summer,Berlin,Gymnastics,Thanks,1,8
21,192,88,M,1988,Summer,Seoul,Canoeing,Bronze,1,2
25,192,88,M,1992,Summer,Barcelona,Canoeing,Silver,1,2
24,164,58,M,1906,Summer,Athina,Gymnastics,Thanks,1,1
17,175,64,M,1976,Summer,Montreal,Swimming,Thanks,1,3
21,175,64,M,1980,Summer,Moskva,Swimming,Thanks,1,3
19,170,62,F,2016,Summer,Rio de Janeiro,Rowing,Thanks,1,1
33,178,61,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
19,167,53,F,1984,Summer,Los Angeles,Athletics,Thanks,1,2
23,167,53,F,1988,Summer,Seoul,Athletics,Thanks,1,2
27,167,53,F,1992,Summer,Barcelona,Athletics,Thanks,1,2
31,167,53,F,1996,Summer,Atlanta,Athletics,Thanks,1,2
21,180,70,F,1980,Summer,Moskva,Rowing,Thanks,1,1
25,191,84,M,2000,Summer,Sydney,Wrestling,Thanks,1,2
29,191,84,M,2004,Summer,Athina,Wrestling,Silver,1,2
33,191,84,M,2008,Summer,Beijing,Wrestling,Thanks,1,2
22,176,70,M,1968,Summer,Mexico City,Cycling,Thanks,1,1
29,178,68,M,2008,Summer,Beijing,Hockey,Thanks,1,1
22,179,72,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
23,173,65,M,1976,Summer,Montreal,Athletics,Thanks,1,2
20,183,75,M,1920,Summer,Antwerpen,Athletics,Thanks,1,4
24,183,75,M,1924,Summer,Paris,Athletics,Gold,1,4
21,176,67,M,1906,Summer,Athina,Athletics,Thanks,1,2
27,176,67,M,1912,Summer,Stockholm,Athletics,Thanks,1,2
21,164,58,M,1912,Summer,Stockholm,Gymnastics,Gold,1,1
25,177,67,M,1988,Winter,Calgary,Nordic Combined,Thanks,1,1
19,183,87,M,1980,Winter,Lake Placid,Ice Hockey,Thanks,1,1
23,183,87,M,1984,Winter,Sarajevo,Ice Hockey,Thanks,1,1
26,162,67,M,1984,Summer,Los Angeles,Weightlifting,Thanks,1,1
24,190,88,M,1972,Summer,Munich,Handball,Thanks,1,1
28,190,88,M,1976,Summer,Montreal,Handball,Thanks,1,1
24,187,77,M,1972,Winter,Sapporo,Ice Hockey,Thanks,1,1
22,172,61,M,1920,Summer,Antwerpen,Athletics,Bronze,1,1
28,180,72,M,1960,Summer,Roma,Fencing,Thanks,1,3
33,180,72,M,1964,Summer,Tokyo,Fencing,Thanks,1,3
31,180,82,M,1928,Winter,Sankt Moritz,Ice Hockey,Silver,1,1
24,185,81,M,1972,Winter,Sapporo,Ice Hockey,Thanks,1,1
21,193,87,M,1972,Summer,Munich,Handball,Thanks,1,1
17,176,82,M,2006,Winter,Torino,Alpine Skiing,Thanks,1,2
21,176,82,M,2010,Winter,Vancouver,Alpine Skiing,Thanks,1,2
25,176,82,M,2014,Winter,Sochi,Alpine Skiing,Thanks,1,2
28,182,95,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
17,180,82,M,2006,Winter,Torino,Freestyle Skiing,Thanks,1,1
21,180,82,M,2010,Winter,Vancouver,Freestyle Skiing,Thanks,1,1
25,180,82,M,2014,Winter,Sochi,Freestyle Skiing,Thanks,1,1
22,181,80,M,2010,Winter,Vancouver,Biathlon,Thanks,1,5
26,181,80,M,2014,Winter,Sochi,Biathlon,Thanks,1,5
22,175,71,M,1992,Summer,Barcelona,Football,Thanks,1,1
16,167,43,F,1996,Summer,Atlanta,Rhythmic Gymnastics,Thanks,1,1
31,175,70,M,1996,Summer,Atlanta,Canoeing,Thanks,1,1
23,181,84,M,1994,Winter,Lillehammer,Alpine Skiing,Thanks,1,1
27,181,84,M,1998,Winter,Nagano,Alpine Skiing,Thanks,1,1
24,180,100,M,1960,Summer,Roma,Boxing,Thanks,1,1
24,176,70,M,2008,Summer,Beijing,Archery,Thanks,1,2
30,164,59,M,1964,Summer,Tokyo,Athletics,Thanks,1,1
25,198,89,M,2004,Summer,Athina,Volleyball,Bronze,1,1
34,180,94,M,1994,Winter,Lillehammer,Ice Hockey,Thanks,1,1
23,173,61,M,1980,Summer,Moskva,Athletics,Thanks,1,1
21,172,63,F,1988,Summer,Seoul,Swimming,Thanks,1,2
24,171,60,F,1964,Summer,Tokyo,Volleyball,Silver,1,1
23,167,65,F,2006,Winter,Torino,Speed Skating,Thanks,1,3
27,167,65,F,2010,Winter,Vancouver,Speed Skating,Thanks,1,3
29,180,72,M,2006,Winter,Torino,Cross Country Skiing,Thanks,1,2
27,182,96,M,2010,Winter,Vancouver,Bobsleigh,Thanks,1,2
19,163,53,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
32,180,70,M,1988,Summer,Seoul,Cycling,Thanks,1,1
22,183,69,M,1956,Summer,Melbourne,Hockey,Thanks,1,1
25,183,69,M,1960,Summer,Roma,Hockey,Thanks,1,1
31,186,115,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
20,176,68,M,1988,Summer,Seoul,Athletics,Thanks,1,2
24,176,68,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
28,176,68,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
21,183,72,M,2008,Summer,Beijing,Athletics,Thanks,1,1
25,183,72,M,2012,Summer,London,Athletics,Thanks,1,1
26,174,68,M,1988,Summer,Seoul,Athletics,Thanks,1,1
19,187,81,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
16,168,57,F,1994,Winter,Lillehammer,Figure Skating,Thanks,1,1
22,172,70,M,2012,Summer,London,Football,Thanks,1,1
26,184,73,M,1994,Winter,Lillehammer,Nordic Combined,Thanks,1,2
21,183,84,M,1992,Winter,Albertville,Speed Skating,Thanks,1,2
27,183,84,M,1998,Winter,Nagano,Speed Skating,Thanks,1,2
31,183,84,M,2002,Winter,Salt Lake City,Speed Skating,Thanks,1,2
22,183,73,M,2016,Summer,Rio de Janeiro,Trampolining,Thanks,1,1
20,160,54,M,1976,Summer,Montreal,Wrestling,Thanks,1,1
26,185,75,M,2004,Summer,Athina,Boxing,Thanks,1,1
20,159,64,M,1968,Summer,Mexico City,Gymnastics,Thanks,1,7
22,178,70,M,1976,Summer,Montreal,Swimming,Thanks,1,3
40,188,73,M,2008,Summer,Beijing,Beach Volleyball,Thanks,1,1
18,176,78,M,1984,Summer,Los Angeles,Water Polo,Thanks,1,1
23,200,88,M,1980,Summer,Moskva,Basketball,Thanks,1,1
24,177,71,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
15,177,64,M,1976,Summer,Montreal,Swimming,Thanks,1,5
19,177,64,M,1980,Summer,Moskva,Swimming,Thanks,1,5
24,174,68,M,1988,Summer,Seoul,Wrestling,Thanks,1,1
34,164,52,F,2012,Summer,London,Athletics,Thanks,1,1
38,164,52,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
22,162,50,F,2012,Summer,London,Cycling,Thanks,1,1
23,198,93,M,2016,Summer,Rio de Janeiro,Basketball,Bronze,1,1
23,176,67,M,1912,Summer,Stockholm,Athletics,Thanks,1,2
21,180,70,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
26,164,51,F,2016,Summer,Rio de Janeiro,Triathlon,Thanks,1,1
20,188,77,F,2000,Summer,Sydney,Basketball,Thanks,1,1
28,188,77,F,2008,Summer,Beijing,Basketball,Bronze,1,1
26,164,58,F,1952,Summer,Helsinki,Gymnastics,Thanks,1,7
22,168,68,M,1980,Summer,Moskva,Wrestling,Gold,1,1
23,180,68,M,2004,Summer,Athina,Cycling,Gold,1,1
27,180,68,M,2008,Summer,Beijing,Cycling,Gold,1,1
31,180,68,M,2012,Summer,London,Cycling,Thanks,1,1
35,180,68,M,2016,Summer,Rio de Janeiro,Cycling,Thanks,1,1
21,168,62,M,2012,Summer,London,Athletics,Thanks,1,1
24,180,59,M,1988,Summer,Seoul,Athletics,Thanks,1,1
31,178,85,M,2002,Winter,Salt Lake City,Ice Hockey,Thanks,1,1
26,178,61,F,1988,Summer,Seoul,Athletics,Thanks,1,2
25,179,68,M,2002,Winter,Salt Lake City,Figure Skating,Thanks,1,1
25,160,57,F,2008,Summer,Beijing,Archery,Thanks,1,1
27,173,74,M,2008,Summer,Beijing,Athletics,Thanks,1,1
27,180,79,M,2004,Summer,Athina,Football,Thanks,1,1
19,178,72,M,1984,Summer,Los Angeles,Fencing,Thanks,1,2
28,168,67,M,2012,Summer,London,Athletics,Thanks,1,1
32,168,67,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
22,173,69,M,1992,Summer,Barcelona,Hockey,Thanks,1,1
26,173,69,M,1996,Summer,Atlanta,Hockey,Thanks,1,1
33,180,76,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
28,172,72,M,2012,Summer,London,Judo,Thanks,1,1
25,176,67,M,1936,Summer,Berlin,Athletics,Thanks,1,1
16,178,69,M,2000,Summer,Sydney,Swimming,Thanks,1,2
